node_id,concept,country_of_citizenship,date_of_birth,enwiki_title,handedness,height,inception,mass,name,native_language,nickname,owners,place_of_birth,schools_attended,sex_or_gender,work_period_end,work_period_start
Q115509,player,United States of America,31 August 1973,Reggie Geary,,188 centimetre,,85 kilogram,Reggie Geary,English,,,Trenton,University of Arizona; Mater Dei High School,male,2004,1996
Q351802,player,United States of America,05 November 1974,Jerry Stackhouse,,198 centimetre,,99 kilogram,Jerry Stackhouse,English,,,Kinston,Kinston High School; University of North Carolina at Chapel Hill,male,2013,1995
Q352073,player,United States of America,11 December 1976,Shareef Abdur-Rahim,,202 centimetre,,102 kilogram,Shareef Abdur-Rahim,English,,,Marietta,"University of California; Joseph Wheeler High School; University of California, Berkeley",male,2008,1996
Q352118,player,United States of America,19 December 1982,Mo Williams,,185 centimetre,,90 kilogram,Mo Williams,English,,,Jackson,University of Alabama; Murrah High School,male,2017,2003
Q352168,player,Brazil,01 January 1985,Tiago Splitter,,211 centimetre,,111 kilogram,Tiago Splitter,,,,Blumenau,,male,2017,1999
Q161817,player,United States of America,27 December 1980,Dahntay Jones,,198 centimetre,,102 kilogram,Dahntay Jones,English,,,Trenton,Duke University; Rutgers University–New Brunswick; Steinert High School,male,2017,2003
Q380033,player,Serbia; Serbia and Montenegro; Federal Republic of Yugoslavia; Socialist Federal Republic of Yugoslavia,26 August 1967,Aleksandar %C4%90or%C4%91evi%C4%87,,188 centimetre,,80 kilogram,Aleksandar Đorđević,,,,Belgrade,,male,2005,1983
Q380515,player,United States of America,25 June 1942,Willis Reed,,206 centimetre,,107 kilogram,Willis Reed,,,,Dubach,Grambling State University,male,1974,1964
Q385436,player,United States of America,13 April 1967,Dana Barros,,180 centimetre,,74 kilogram,Dana Barros,English,,,Boston,Boston College; Xaverian Brothers High School,male,2004,1989
Q181601,player,United States of America,08 July 1986,Sonny Weems,,198 centimetre,,92 kilogram,Sonny Weems,English,,,West Memphis,West Memphis High School; University of Arkansas; University of Arkansas – Fort Smith,male,,2008
Q463635,player,United States of America,14 March 1969,"Larry Johnson (basketball, born 1969)",,198 centimetre,,114 kilogram,Larry Johnson,English,,,Tyler,"Skyline High School; University of Nevada, Las Vegas",male,2001,1991
Q471576,player,Serbia,12 October 1978,Marko Jari%C4%87,,201 centimetre,,90 kilogram,Marko Jarić,,,,Belgrade,,male,2013,1996
Q286765,player,United States of America,22 May 1988,Chase Budinger,,201 centimetre,,99 kilogram,Chase Budinger,English,,,Encinitas,La Costa Canyon High School; University of Arizona,male,2017,2009
Q298531,player,United States of America,25 September 1976,Chauncey Billups,,190 centimetre,,92 kilogram,Chauncey Billups,English,Mr. Big Shot,,Denver,University of Colorado Boulder; George Washington High School; University of Colorado Denver,male,2014,1997
Q298981,player,Turkey,19 March 1979,Hedo T%C3%BCrko%C4%9Flu,,208 centimetre,,100 kilogram,Hidayet Türkoğlu,Turkish,,,Bayrampaşa,,male,2015,1996
Q324249,player,United States of America,09 April 1979,Kevin Burleson,,190 centimetre,,93 kilogram,Kevin Burleson,English,,,Seattle,O'Dea High School; University of Minnesota,male,2013,2003
Q326355,player,United States of America,09 September 1982,Sharrod Ford,,206 centimetre,,102 kilogram; 110 kilogram,Sharrod Ford,English,,,"Washington, D.C.",Clemson University,male,2017,2005
Q352319,player,United States of America,01 September 1966,Tim Hardaway,,183 centimetre,,79 kilogram,Tim Hardaway,English,Tim Bug,,Chicago,Carver Military Academy; University of Texas at El Paso,male,2003,1989
Q384545,player,United States of America,10 December 1930,Ray Felix,,211 centimetre,,100 kilogram,Ray Felix,English,The Count; Baby Ray,,New York City,Long Island University,male,1962,1953
Q166871,player,United States of America,08 May 1990,Kemba Walker,,185 centimetre,,84 kilogram,Kemba Walker,English,,,The Bronx,Rice High School; University of Connecticut,male,,2011
Q302777,player,United States of America,01 March 1959,Chris Engler,,211 centimetre,,111 kilogram,Chris Engler,English,Sticks,,Stillwater,Stillwater Area High School; University of Minnesota,male,1992,1982
Q352064,player,People's Republic of China,27 October 1987,Yi Jianlian,,211 centimetre,,113 kilogram,Yi Jianlian,,,,Heshan,Guangdong University of Technology,male,,2002
Q384801,player,Turkey,07 June 1976,Mirsad T%C3%BCrkcan,,206 centimetre,,102 kilogram,Mirsad Türkcan,Turkish,,,Novi Pazar,,male,2012,1994
Q336030,player,United States of America,07 February 1989,Isaiah Thomas (basketball),,175 centimetre,,84 kilogram,Isaiah Thomas,English,,,Tacoma,Curtis Senior High School; South Kent School; University of Washington,male,,2011
Q386995,player,United States of America,12 April 1976,Brad Miller (basketball),,213 centimetre,,107 kilogram,Brad Miller,English,,,Fort Wayne,Purdue University; East Noble High School; Maine Central Institute,male,2012,1998
Q483890,player,South Korea,04 August 1985,Ha Seung-jin,,221 centimetre,,139 kilogram,Ha Seung-Jin,Korean,,,Seoul,Yonsei University,male,,2004
Q381721,player,United States of America,19 June 1975,Anthony Parker,,198 centimetre,,98 kilogram,Anthony Parker,English,,,Naperville,Naperville Central High School; Bradley University,male,2012,1997
Q301757,player,United States of America,14 January 1985,Aaron Brooks (basketball),,183 centimetre,,73 kilogram,Aaron Brooks,English,,,Seattle,Franklin High School; University of Oregon; Nathan Eckstein Middle School,male,,2007
Q382285,player,United States of America,28 April 1980,Josh Howard,,201 centimetre,,95 kilogram,Josh Howard,English,,,Winston-Salem,Hargrave Military Academy; Robert B. Glenn High School; Wake Forest University,male,2014,2003
Q305510,player,Serbia and Montenegro; Serbia,25 July 1983,Nenad Krsti%C4%87,,213 centimetre,,110 kilogram,Nenad Krstić,,,,Kraljevo,,male,2016,2000
Q384252,player,United States of America,06 December 1956,Brad Holland,,190 centimetre,,82 kilogram,Brad Holland,English,,,Billings,"Crescenta Valley High School; University of California, Los Angeles",male,1982,1979
Q352162,player,United States of America,18 September 1954,Dennis Johnson,,193 centimetre,,84 kilogram,Dennis Johnson,English,,,San Pedro,Los Angeles Harbor College; Manuel Dominguez High School; Pepperdine University,male,1990,1976
Q116254,player,United States of America,22 April 1989,DeJuan Blair,,201 centimetre,,122 kilogram,DeJuan Blair,English,,,Pittsburgh,Schenley High School; University of Pittsburgh,male,,2009
Q289398,player,United States of America,30 July 1963,Chris Mullin,,201 centimetre,,91 kilogram,Chris Mullin,English,,,Brooklyn,Power Memorial Academy; St. John's University; Xaverian High School,male,2001,1985
Q129408,player,United States of America,14 September 1923,Kenny Rollins,,183 centimetre,,76 kilogram,Kenny Rollins,English,,,Charleston,University of Kentucky,male,1953,1948
Q127125,player,United States of America,15 February 1964,Mark Price,,183 centimetre,,77 kilogram,Mark Price,English,The OK Kid,,Bartlesville,Enid High School; Georgia Tech,male,1998,1986
Q116551,player,France,13 January 1983,Ronny Turiaf,,208 centimetre,,113 kilogram,Ronny Turiaf,Antillean Creole,,,Fort-de-France,Emlyon Business School; INSEP; Gonzaga University,male,2014,2005
Q458065,player,United States of America,05 March 1970,"Mike Brown (basketball, born 1970)",,191 centimetre,,91 kilogram,Mike Brown,English,,,Columbus,University of San Diego; Wuerzburg American High School,male,,
Q284820,player,United States of America,03 November 1988,Diante Garrett,,193 centimetre,,86 kilogram,Diante Garrett,English,,,Milwaukee,Harold S. Vincent High School; Iowa State University,male,,2011
Q179906,player,United States of America,27 July 1986,DeMarre Carroll,,203 centimetre,,98 kilogram,DeMarre Carroll,English,,,Birmingham,John Carroll Catholic High School; University of Missouri; Vanderbilt University,male,,2009
Q304349,player,United States of America,08 May 1980,Keyon Dooling,,190 centimetre,,89 kilogram,Keyon Dooling,English,,,Fort Lauderdale,Dillard High School; University of Missouri,male,2013,2000
Q332434,player,United States of America,22 October 1974,Jeff McInnis,,193 centimetre,,86 kilogram,Jeff McInnis,English,,,Charlotte,West Charlotte High School; University of North Carolina at Chapel Hill,male,2008,1996
Q334470,player,United States of America,04 February 1981,Jason Kapono,,203 centimetre,,97 kilogram,Jason Kapono,English,,,Long Beach,"University of California, Los Angeles; Artesia High School",male,2013,2003
Q382809,player,Canada,14 January 1922,Hank Biasatti,,180 centimetre,,79 kilogram,Hank Biasatti,,,,Beano,Assumption University; University of Windsor; Long Island University,male,,
Q386259,player,United States of America,13 November 1922,George Ratkovicz,,198 centimetre,,100 kilogram,George Ratkovicz,English,,,Chicago,Robert Lindblom Math & Science Academy,male,1955,1941
Q386656,player,United States of America,18 May 1956,Lawrence Boston,,203 centimetre,,102 kilogram,Lawrence Boston,English,,,Cleveland,John F. Kennedy High School; University of Maryland,male,1987,1978
Q295322,player,United States of America,13 November 1979,Metta Sandiford-Artest,,201 centimetre,,118 kilogram,Metta Sandiford-Artest,English,,,Queens,La Salle Academy; St. John's University,male,2017,1999
Q306553,player,United States of America,14 June 1971,Bruce Bowen,,201 centimetre,,84 kilogram,Bruce Bowen,English,,,Merced,"Edison High School; California State University, Fullerton",male,2009,1993
Q458539,player,Lithuania,23 July 1985,Renaldas Seibutis,,198 centimetre,,84 kilogram,Renaldas Seibutis,,,,Mažeikiai,,male,,2002
Q463317,player,United States of America,11 October 1977,Desmond Mason,,201 centimetre,,102 kilogram,Desmond Mason,English,,,Waxahachie,Oklahoma State University–Stillwater; Waxahachie High School,male,2009,2000
Q464358,player,United States of America,05 November 1987,O. J. Mayo,,193 centimetre,,95 kilogram,O. J. Mayo,,,,Huntington,Rose Hill Christian High School; University of Southern California; North College Hill High School; Huntington High School,male,,2008
Q304473,player,United States of America,16 July 1984,Solomon Jones (basketball),,208 centimetre,,104 kilogram,Solomon Jones,English,,,Eustis,University of South Florida,male,2017,2006
Q352114,player,France,14 December 1988,Nicolas Batum,,203 centimetre,,95 kilogram,Nicolas Batum,,,,Lisieux,,male,,2006
Q373964,player,United States of America,19 June 1947,George E. Johnson (basketball),,211 centimetre,,111 kilogram,George E. Johnson,,,,Harleton,,male,1976,1970
Q386513,player,United States of America,03 September 1979,Sean Lampley,,201 centimetre,,103 kilogram,Sean Lampley,English,,,Harvey,"St. Francis de Sales High School; University of California, Berkeley",male,2009,2002
Q472044,player,United States of America,01 May 1987,Amir Johnson,,206 centimetre,,109 kilogram,Amir Johnson,English,,,Los Angeles,Verbum Dei High School; Westchester Enriched Sciences Magnets; Narbonne High School,male,2019,2005
Q470698,player,Bosnia and Herzegovina,17 September 1985,Mirza Teletovi%C4%87,,205 centimetre,,111 kilogram,Mirza Teletović,,,,Mostar,Gimnazija Meša Selimović,male,2018,2002
Q471572,player,Turkey; Greece,01 April 1981,Antonis Fotsis,,209 centimetre,,100 kilogram,Antonis Fotsis,,Batman; Μπάτμαν,,Athens,,male,,1996
Q472405,player,United States of America,31 July 1972,Derrick Phelps,,193 centimetre,,82 kilogram,Derrick Phelps,English,,,Queens,University of North Carolina at Chapel Hill; Christ the King Regional High School,male,2010,1994
Q493115,player,United States of America,10 August 1993,Andre Drummond,,213 centimetre,,127 kilogram,Andre Drummond,English,,,Mount Vernon,St. Thomas More School; University of Connecticut,male,,2012
Q493208,player,United States of America,19 March 1976,Andre Miller,,191 centimetre,,91 kilogram,Andre Miller,English,,,Los Angeles,Verbum Dei High School; University of Utah,male,2016,1999
Q288853,player,United States of America,20 July 1944,Mel Daniels,,206 centimetre,,100 kilogram,Mel Daniels,English,,,Detroit,Pershing High School; University of New Mexico,male,1976,1967
Q465812,player,United States of America,12 April 1983,Steven Smith (basketball),,203 centimetre,,113 kilogram,Steven Smith,English,,,Philadelphia,Northeast High School; La Salle University,male,,2006
Q150510,player,United States of America,26 November 1969,Shawn Kemp,,208 centimetre,,104 kilogram,Shawn Kemp,English,,,Elkhart,Trinity Valley Community College; Concord High School; University of Kentucky,male,2003,1989
Q350464,player,United States of America,19 July 1984,Adam Morrison,,203 centimetre,,93 kilogram,Adam Morrison,English,,,Glendive,Gonzaga University; Mead High School,male,2012,2006
Q381762,player,Belgium; Democratic Republic of the Congo,30 December 1980,D. J. Mbenga,,213 centimetre,,121 kilogram,Didier Mbenga,,,,Kinshasa,,male,,2001
Q180860,player,United States of America,03 April 1967,Pervis Ellison,,206 centimetre,,95 kilogram,Pervis Ellison,English,Never Nervous,,Savannah,University of Louisville; Savannah High School,male,2000,1989
Q349684,player,United States of America,05 July 1980,Adam Harrington (basketball),,196 centimetre,,91 kilogram,Adam Harrington,English,,,Bernardston,Pioneer Valley Regional School; North Carolina State University; Auburn University,male,2010,2002
Q458552,player,Serbia,15 November 1983,Aleksandar Pavlovi%C4%87 (basketball),,201 centimetre,,108 kilogram,Sasha Pavlović,,,,Bar,,male,2016,2000
Q282322,player,United States of America,11 December 1972,Ray Owes,,206 centimetre,,102 kilogram,Ray Owes,English,,,San Bernardino,San Bernardino High School; University of Arizona,male,,
Q334702,player,Russia,16 December 1988,Alexey Shved,,198 centimetre,,86 kilogram,Alexey Shved,,,,Belgorod,,male,,2006
Q351032,player,Russia,15 April 1983,Sergei Monia,,202 centimetre,,100 kilogram,Sergei Monia,,,,Saratov,,male,,2000
Q352140,player,United States of America,12 June 1976,Antawn Jamison,,203 centimetre,,101 kilogram,Antawn Jamison,English,,,Shreveport,Providence High School; University of North Carolina at Chapel Hill,male,2014,1998
Q352668,player,Russia,16 July 1986,Timofey Mozgov,,216 centimetre,,113 kilogram,Timofey Mozgov,,,,Saint Petersburg,,male,,2004
Q373871,player,United States of America,27 January 1950,Russ Lee,,196 centimetre,,84 kilogram,Russ Lee,English,,,Boston,Marshall University; Hyde Park High School,male,1974,1972
Q470936,player,Spain,25 March 1962,Fernando Mart%C3%ADn (basketball),,206 centimetre,,99 kilogram,Fernando Martín,,,,Madrid,,male,1989,1979
Q458124,player,United States of America,01 February 1983,"Kevin Martin (basketball, born 1983)",,201 centimetre,,90 kilogram,Kevin Martin,English,,,Zanesville,Zanesville High School; Western Carolina University,male,2016,2004
Q179051,player,United States of America,16 April 1947,Kareem Abdul-Jabbar,right-handedness,218 centimetre,,102 kilogram,Kareem Abdul-Jabbar,American English; English,,,New York City,"Power Memorial Academy; University of California, Los Angeles",male,1989,1969
Q459312,player,United States of America,23 October 1968,Walter Palmer (basketball),,216 centimetre,,98 kilogram,Walter Palmer,English,,,Ithaca,Washington-Liberty High School; Dartmouth College,male,2003,1990
